Index,EAL,Gender,MedicalFlag,PPIndicator,SafeGuarding,SENIndicator,DistanceKm,LatePercentage,PresentIncludingLatePercentage,AbsencePercentage,StartedLate,Positive,Negative,FIXD,PERM,monthborn,DfE main .1,Achieve_Target
20340,True,M,False,False,False,False,1,5.84,94.16,5.84,False,10,1,0,0,5,ABAN,True
5748,False,F,False,True,False,False,1,5.92,88.82,11.18,False,10,19,0,0,3,WBRI,False
3027,False,F,False,True,False,True,1,6.58,74.34,25.66,False,10,0,0,0,12,WBRI,True
23300,False,F,False,True,False,False,0,6.79,88.27,11.73,False,10,0,0,0,1,MWBC,False
24083,False,M,False,False,False,False,1,6.98,83.72,16.28,True,10,2,2,0,1,BCRB,False
2868,False,M,True,True,False,True,1,7.24,98.03,1.97,False,10,13,0,0,12,WBRI,False
4350,False,M,False,False,False,False,1,7.24,94.08,5.92,False,10,3,0,0,9,WBRI,True
15998,False,M,False,True,False,False,1,7.24,98.68,1.32,False,10,18,0,0,3,WBRI,False
13341,False,M,False,True,False,False,2,7.5,96.25,3.75,False,10,2,0,0,11,WBRI,True
12454,False,M,False,True,False,False,1,7.84,86.93,13.07,False,10,15,1,0,3,WBRI,True
5609,False,F,False,True,False,False,3,8.5,94.77,5.23,False,10,1,0,0,4,WBRI,True
2887,False,M,False,True,False,False,1,9.7,94.03,5.97,False,10,3,0,0,7,WBRI,True
19757,True,M,False,True,False,True,1,9.74,71.43,28.57,False,10,8,0,0,4,WOTH,False
24282,True,F,False,True,False,False,1,10.07,89.26,10.74,False,10,4,8,0,5,BAFR,True
4316,False,F,False,True,False,False,1,10.53,100,0,False,10,1,0,0,6,WBRI,True
4328,False,M,False,False,False,False,1,11.18,98.68,1.32,False,10,37,0,0,5,WBRI,True
27067,False,F,False,True,False,False,0,11.88,98.75,1.25,False,10,1,0,0,4,MWAS,False
12438,False,M,False,True,False,False,3,12.42,84.31,15.69,False,10,0,0,0,9,WBRI,True
23292,False,M,False,True,False,True,0,13.07,89.54,10.46,False,10,33,3,0,9,MWBC,False
5777,False,F,False,True,True,False,1,13.82,88.16,11.84,False,10,5,0,0,7,WBRI,False
5500,False,F,False,False,False,False,1,14.47,88.16,11.84,False,10,8,16,0,6,WBRI,True
16365,False,M,False,True,False,False,1,14.67,90,10,False,10,2,0,0,5,WBRI,False
12346,False,M,True,False,False,True,1,16.34,87.58,12.42,False,10,18,0,0,5,WBRI,False
19783,True,M,True,True,False,False,6,16.67,88.89,11.11,False,10,20,0,0,12,WOTH,False
21189,False,M,False,True,False,True,1,21.43,73.38,26.62,False,10,2,4,0,8,WOTH,False
25908,True,M,False,True,False,True,2,30.63,76.88,23.13,False,10,59,6,0,9,WROM,False
5464,False,M,False,False,False,False,1,0,100,0,False,9,0,6,0,7,WBRI,False
12364,False,M,False,True,False,False,1,0,97.39,2.61,False,9,4,4,0,6,WBRI,False
4957,False,M,False,False,False,False,1,0,100,0,False,9,0,3,0,9,WBRI,False
3605,False,F,False,False,False,False,2,0,97.5,2.5,False,9,6,2,0,4,WBRI,True
2820,False,M,False,True,False,False,0,0,90.97,9.03,False,9,0,0,0,1,WBRI,True
2861,False,F,False,False,False,False,4,0,98.68,1.32,False,9,0,0,0,7,WBRI,True
2883,False,F,False,True,False,False,1,0,95.39,4.61,False,9,0,0,0,3,WBRI,True
2891,False,M,False,True,False,True,1,0,88.16,11.84,False,9,0,0,0,5,WBRI,True
2898,False,F,False,False,False,False,9,0,97.37,2.63,False,9,0,0,0,12,WBRI,True
2899,False,F,False,False,False,False,2,0,100,0,False,9,0,0,0,11,WBRI,True
2921,False,F,False,False,False,False,1,0,93.42,6.58,False,9,0,0,0,9,WBRI,True
2960,False,M,False,False,False,False,5,0,93.42,6.58,False,9,3,0,0,12,WBRI,True
3008,False,M,False,False,False,False,5,0,98.68,1.32,False,9,0,0,0,7,WBRI,True
3009,False,F,False,False,False,False,5,0,100,0,False,9,0,0,0,6,WBRI,True
3043,False,M,False,True,False,False,1,0,100,0,False,9,0,0,0,9,WBRI,True
3324,False,M,False,False,False,False,5,0,99.32,0.68,False,9,0,0,0,12,WBRI,True
3325,False,M,False,False,False,False,6,0,100,0,False,9,1,0,0,4,WBRI,True
3341,False,F,False,False,False,False,2,0,100,0,False,9,0,0,0,7,WBRI,True
3360,False,F,False,False,False,False,6,0,100,0,False,9,0,0,0,7,WBRI,True
3381,False,F,False,False,False,False,0,0,100,0,False,9,0,0,0,9,WBRI,True
3389,False,F,False,True,False,False,2,0,92.52,7.48,False,9,0,0,0,2,WBRI,True
3405,False,F,False,False,False,False,7,0,96.6,3.4,False,9,0,0,0,7,WBRI,True
3416,False,M,False,False,False,False,1,0,98.64,1.36,False,9,0,0,0,3,WBRI,True
3428,False,F,False,False,False,False,0,0,92.52,7.48,False,9,0,0,0,4,WBRI,True
3430,True,M,False,False,False,False,1,0,97.96,2.04,False,9,0,0,0,4,WBRI,True
3446,False,F,False,False,False,False,7,0,100,0,False,9,0,0,0,4,WBRI,True
3449,False,M,False,True,False,False,0,0,100,0,False,9,0,0,0,1,WBRI,True
3483,False,F,False,False,False,False,1,0,95.92,4.08,False,9,0,0,0,6,WBRI,True
3485,False,F,False,False,False,False,8,0,100,0,False,9,0,0,0,11,WBRI,True
3508,False,F,False,False,False,False,7,0,99.32,0.68,False,9,0,0,0,6,WBRI,True
3513,False,F,False,True,False,False,7,0,100,0,False,9,0,0,0,12,WBRI,True
3529,False,F,True,True,False,True,2,0,98.75,1.25,False,9,2,0,0,9,WBRI,True
3549,False,F,False,True,False,False,11,0,90,10,False,9,0,0,0,3,WBRI,True
3643,False,M,False,False,False,False,1,0,100,0,False,9,0,0,0,1,WBRI,True
3767,False,F,True,False,False,False,0,0,98.75,1.25,False,9,3,0,0,10,WBRI,True
4184,False,M,False,False,False,False,0,0,100,0,False,9,0,0,0,1,WBRI,True
4217,False,F,False,False,False,True,0,0,84.31,15.69,False,9,5,0,0,6,WBRI,True
4303,False,F,False,False,False,False,2,0,88.16,11.84,False,9,0,0,0,1,WBRI,True
4311,False,M,False,True,False,False,1,0,90.79,9.21,False,9,0,0,0,7,WBRI,True
4317,False,M,False,False,False,False,5,0,100,0,False,9,0,0,0,12,WBRI,True
4396,False,M,False,False,False,False,1,0,94.08,5.92,False,9,0,0,0,4,WBRI,True
4409,False,M,False,False,False,True,2,0,100,0,False,9,0,0,0,5,WBRI,True
4429,False,F,False,False,False,False,1,0,100,0,False,9,1,0,0,4,WBRI,True
4445,False,F,False,False,False,False,4,0,88.31,11.69,False,9,0,0,0,11,WBRI,True
4467,False,M,False,False,False,False,1,0,94.74,5.26,False,9,6,0,0,9,WBRI,True
4922,False,M,False,True,False,False,2,0,97.47,2.53,False,9,4,0,0,1,WBRI,True
4968,False,M,True,True,False,False,1,0,89.87,10.13,False,9,0,0,0,7,WBRI,True
4969,False,F,True,False,False,False,12,0,94.94,5.06,False,9,0,0,0,1,WBRI,True
4978,False,M,False,True,False,True,1,0,98.73,1.27,False,9,0,0,0,11,WBRI,True
4979,False,M,False,True,False,False,1,0,84.18,15.82,False,9,0,0,0,10,WBRI,True
4996,False,M,True,False,False,False,0,0,100,0,False,9,1,0,0,3,WBRI,True
5009,False,M,False,False,False,False,2,0,98.09,1.91,False,9,1,0,0,5,WBRI,True
5021,False,F,True,False,False,False,10,0,99.36,0.64,False,9,0,0,0,11,WBRI,True
5043,False,M,False,False,False,False,1,0,97.47,2.53,False,9,0,0,0,6,WBRI,True
5047,False,F,True,False,False,False,1,0,97.47,2.53,False,9,0,0,0,4,WBRI,False
5057,False,F,False,False,False,False,1,0,96.2,3.8,False,9,0,0,0,9,WBRI,True
5058,False,M,True,True,False,False,1,0,98.73,1.27,False,9,0,0,0,3,WBRI,True
5069,False,M,False,False,False,False,10,0,99.37,0.63,False,9,0,0,0,2,WBRI,True
5508,False,F,False,False,False,False,1,0,98.69,1.31,False,9,0,0,0,10,WBRI,False
5545,False,F,True,False,False,False,1,0,100,0,False,9,0,0,0,5,WBRI,True
5566,False,M,False,True,False,False,4,0,86.93,13.07,False,9,5,0,0,8,WBRI,True
5578,False,M,False,False,False,False,1,0,97.39,2.61,False,9,1,0,0,6,WBRI,True
5583,False,M,True,False,False,False,2,0,94.77,5.23,False,9,4,0,0,3,WBRI,False
5677,False,M,False,True,False,False,6,0,96.3,3.7,False,9,0,0,0,10,WBRI,False
5690,False,M,False,False,False,False,6,0,91.36,8.64,False,9,1,0,0,8,WBRI,True
5712,False,F,False,True,False,True,1,0,98.68,1.32,False,9,1,0,0,8,WBRI,True
5754,False,F,False,False,False,False,1,0,96.71,3.29,False,9,0,0,0,8,WBRI,False
5778,False,M,False,False,False,False,5,0,100,0,False,9,3,0,0,10,WBRI,True
5791,False,F,True,True,False,False,0,0,100,0,False,9,0,0,0,4,WBRI,True
6349,False,F,False,False,False,False,0,0,97.5,2.5,False,9,0,0,0,5,WBRI,True
6364,False,M,False,False,False,False,1,0,98.75,1.25,False,9,0,0,0,5,WBRI,False
6661,False,M,False,True,False,False,8,0,95.57,4.43,False,9,1,0,0,4,WBRI,False
6726,False,M,False,False,False,False,9,0,98.73,1.27,False,9,2,0,0,8,WBRI,False
6835,False,M,False,True,False,False,0,0,90,10,False,9,10,0,0,1,WBRI,False
6912,False,M,False,False,False,False,1,0,97.5,2.5,False,9,6,0,0,5,WBRI,False
6946,False,M,False,False,False,False,2,0,100,0,False,9,1,0,0,5,WBRI,True
12069,False,M,True,True,False,True,0,0,95.63,4.38,False,9,17,0,0,8,WBRI,False
12165,False,F,True,False,False,False,1,0,96.88,3.13,False,9,0,0,0,4,WBRI,True
12236,False,F,True,True,False,False,1,0,100,0,False,9,2,0,0,3,WBRI,True
12388,False,F,False,False,False,False,3,0,100,0,False,9,5,0,0,9,WBRI,True
12414,False,F,False,False,False,True,2,0,90.85,9.15,False,9,0,0,0,7,WBRI,False
12507,False,F,True,True,False,False,0,0,100,0,False,9,0,0,0,9,WBRI,True
12522,False,F,True,False,False,False,0,0,98.75,1.25,False,9,2,0,0,7,WBRI,True
12531,False,F,True,False,False,False,1,0,100,0,False,9,0,0,0,12,WBRI,True
12538,False,F,False,False,False,False,1,0,100,0,False,9,0,0,0,6,WBRI,True
12853,False,F,False,False,False,False,1,0,99.32,0.68,False,9,2,0,0,5,WBRI,False
12858,False,M,False,False,False,False,2,0,92.9,7.1,False,9,0,0,0,7,WBRI,True
12877,False,F,False,False,False,False,2,0,100,0,False,9,0,0,0,9,WBRI,True
12880,False,F,False,False,False,False,1,0,98.62,1.38,False,9,4,0,0,9,WBRI,True
12896,False,M,False,False,False,False,0,0,97.24,2.76,False,9,0,0,0,2,WBRI,False
12957,False,M,False,False,False,False,2,0,100,0,False,9,0,0,0,7,WBRI,True
12960,False,M,False,False,False,False,2,0,95.86,4.14,False,9,0,0,0,11,WBRI,True
12981,False,M,False,False,False,False,1,0,100,0,False,9,0,0,0,4,WBRI,True
13027,False,M,True,False,False,True,8,0,98.73,1.27,False,9,0,0,0,10,WBRI,False
13043,False,M,False,True,False,False,1,0,93.75,6.25,False,9,0,0,0,3,WBRI,True
13134,False,F,False,False,False,False,1,0,91.25,8.75,False,9,1,0,0,5,WBRI,False
13371,False,F,False,False,False,False,5,0,96.25,3.75,False,9,0,0,0,3,WBRI,True
15908,False,F,False,True,False,False,2,0,93.1,6.9,False,9,0,0,0,12,WBRI,False
15960,False,F,False,True,False,False,1,0,89.02,10.98,False,9,0,0,0,1,WBRI,True
16160,False,M,False,True,False,False,1,0,100,0,False,9,0,0,0,12,WBRI,True
16167,False,F,True,True,False,False,1,0,92.76,7.24,False,9,1,0,0,2,WBRI,False
16296,False,F,False,False,False,False,10,0,95.57,4.43,False,9,0,0,0,8,WBRI,False
16934,False,M,True,True,False,True,1,0,100,0,False,9,0,0,0,12,WBRI,True
17866,False,F,True,True,False,False,3,0,97.53,2.47,False,9,1,0,0,9,WBRI,False
18118,False,F,False,True,False,False,3,0,97.56,2.44,False,9,8,0,0,1,WBRI,True
18304,False,F,False,False,False,False,1,0,98.62,1.38,False,9,0,0,0,7,AIND,False
18331,True,F,False,False,False,False,3,0,100,0,True,9,0,0,0,2,AIND,True
18357,True,F,False,False,False,False,2,0,98.61,1.39,True,9,5,0,0,11,AIND,True
18362,True,M,False,False,False,False,0,0,98.62,1.38,True,9,0,0,0,1,AIND,True
18376,False,M,False,False,False,True,0,0,97.22,2.78,False,9,5,0,0,5,AIND,True
18408,True,F,False,False,False,False,0,0,94.44,5.56,False,9,0,0,0,11,AIND,False
18839,False,M,True,True,False,False,1,0,83.75,16.25,False,9,3,0,0,9,MWBA,True
19420,False,M,False,True,False,False,2,0,100,0,False,9,0,0,0,12,NOBT,True
19835,True,M,False,False,False,False,0,0,97.5,2.5,False,9,1,0,0,10,WOTH,True
21099,True,F,False,False,False,False,1,0,92.21,7.79,False,9,1,0,0,6,WOTH,True
22421,True,M,False,True,False,False,1,0,100,0,False,9,0,0,0,9,APKN,True
22450,True,F,False,False,False,False,1,0,100,0,False,9,0,0,0,10,APKN,True
22999,False,F,False,True,False,False,4,0,97.4,2.6,False,9,5,0,0,11,BAFR,True
23057,True,F,False,False,False,False,2,0,100,0,False,9,0,0,0,12,BAFR,True
23418,False,M,False,False,False,False,1,0,100,0,False,9,0,0,0,12,MWBC,True
24005,False,M,False,True,False,False,1,0,98.72,1.28,False,9,0,0,0,6,BCRB,True
24626,True,M,True,True,False,False,5,0,98.72,1.28,False,9,0,0,0,11,BAFR,False
24881,True,F,False,False,False,False,7,0,100,0,False,9,0,0,0,8,WOTH,True
25125,False,M,True,False,False,False,5,0,96.75,3.25,False,9,0,0,0,5,REFU,True
25253,False,M,True,False,False,False,0,0,100,0,False,9,0,0,0,6,AOTH,True
25343,True,F,True,False,False,False,1,0,100,0,True,9,0,0,0,7,AOTH,True
27037,True,M,False,True,False,True,1,0,100,0,False,9,0,0,0,12,BOTH,True
27160,False,M,True,False,False,False,1,0,100,0,False,9,0,0,0,6,AOTH,True
27255,True,F,True,True,False,False,9,0,100,0,True,9,0,0,0,1,WOTH,True
27410,True,F,False,False,False,False,2,0,100,0,False,9,0,0,0,1,CHNE,True
13514,False,F,False,True,False,False,4,0.62,89.51,10.49,True,9,0,0,0,12,WBRI,False
16152,False,M,False,True,False,True,1,0.62,88.27,11.73,False,9,2,0,0,2,WBRI,False
12238,False,M,False,False,False,False,1,0.63,98.75,1.25,False,9,1,21,0,5,WBRI,True
5914,False,M,False,False,False,False,0,0.63,100,0,False,9,0,4,0,8,WBRI,False
12268,False,M,False,True,False,False,4,0.63,98.13,1.88,False,9,7,2,0,9,WBRI,False
3552,False,F,True,True,False,True,9,0.63,97.5,2.5,False,9,1,0,0,7,WBRI,True
3566,False,M,False,True,False,False,10,0.63,97.5,2.5,False,9,0,0,0,9,WBRI,False
4988,False,M,False,True,False,False,2,0.63,92.41,7.59,False,9,11,0,0,11,WBRI,True
6360,False,F,True,False,False,False,2,0.63,96.25,3.75,False,9,0,0,0,4,WBRI,True
6949,False,F,False,False,False,False,3,0.63,97.5,2.5,False,9,4,0,0,4,WBRI,True
11712,False,F,True,True,False,False,3,0.63,97.5,2.5,False,9,0,0,0,7,WBRI,False
12066,False,M,True,True,False,False,3,0.63,100,0,False,9,25,0,0,5,WBRI,True
12530,False,F,True,True,False,False,1,0.63,100,0,False,9,0,0,0,10,WBRI,True
12699,False,F,False,False,False,False,3,0.63,98.75,1.25,False,9,3,0,0,7,WBRI,False
13060,False,M,True,False,False,True,0,0.63,92.5,7.5,False,9,6,0,0,9,WBRI,True
13328,False,M,False,False,False,False,5,0.63,97.5,2.5,False,9,0,0,0,11,WBRI,True
23572,False,M,True,True,False,False,1,0.63,98.75,1.25,False,9,1,0,0,11,MWBC,True
4150,False,F,False,False,False,False,1,0.65,98.69,1.31,False,9,0,0,0,4,WBRI,False
5453,False,F,False,False,False,False,2,0.65,98.69,1.31,False,9,0,0,0,11,WBRI,False
5532,False,F,False,True,False,False,3,0.65,89.54,10.46,False,9,0,0,0,1,WBRI,True
5533,False,F,False,False,False,False,1,0.65,96.08,3.92,False,9,0,0,0,3,WBRI,False
5544,False,F,False,True,False,False,0,0.65,98.69,1.31,False,9,0,0,0,11,WBRI,True
11505,False,F,False,False,False,False,2,0.65,97.42,2.58,False,9,0,0,0,3,WBRI,True
11537,False,F,False,True,False,False,1,0.65,87.1,12.9,False,9,22,0,0,12,WBRI,True
12328,False,F,False,True,False,True,1,0.65,94.77,5.23,False,9,0,0,0,8,WBRI,True
13214,False,M,False,False,False,False,0,0.65,100,0,True,9,0,0,0,10,WBRI,True
17823,False,F,False,False,False,False,2,0.65,100,0,False,9,0,0,0,6,WBRI,True
19812,True,F,False,False,False,False,1,0.65,92.86,7.14,False,9,9,0,0,2,WOTH,False
21117,True,M,False,True,False,False,1,0.65,96.75,3.25,False,9,0,0,0,3,WOTH,False
24349,True,M,False,False,False,True,2,0.65,97.4,2.6,False,9,0,0,0,6,BAFR,True
24521,True,F,False,True,False,False,2,0.65,92.86,7.14,False,9,2,0,0,7,BAFR,False
26004,True,F,False,True,False,True,2,0.65,99.35,0.65,False,9,0,0,0,1,OOTH,True
2916,False,F,False,True,False,False,4,0.66,98.03,1.97,False,9,22,0,0,3,WBRI,False
2938,False,M,False,False,False,False,1,0.66,94.08,5.92,False,9,5,0,0,1,WBRI,False
2940,False,F,False,False,False,False,0,0.66,100,0,False,9,1,0,0,2,WBRI,True
2955,False,M,True,False,False,False,5,0.66,98.68,1.32,False,9,0,0,0,2,WBRI,True
3001,False,F,False,True,False,False,0,0.66,98.68,1.32,False,9,0,0,0,12,WBRI,False
3007,False,F,True,False,False,True,2,0.66,90.13,9.87,False,9,0,0,0,2,WBRI,True
4347,False,F,True,False,False,True,0,0.66,100,0,False,9,0,0,0,9,WBRI,True
4374,False,M,False,False,False,False,1,0.66,100,0,False,9,0,0,0,8,WBRI,True
4391,False,M,False,False,False,False,2,0.66,93.42,6.58,False,9,1,0,0,11,WBRI,True
4439,False,M,False,False,False,False,7,0.66,98.68,1.32,False,9,0,0,0,7,WBRI,True
4448,False,F,False,False,False,False,2,0.66,94.74,5.26,False,9,0,0,0,6,WBRI,True
4480,False,M,True,False,False,False,2,0.66,100,0,False,9,0,0,0,4,WBRI,True
4481,False,M,False,False,False,True,2,0.66,90.79,9.21,False,9,0,0,0,10,WBRI,True
5729,False,M,True,False,False,False,1,0.66,88.16,11.84,False,9,11,0,0,12,WBRI,False
5792,False,M,True,False,False,True,2,0.66,93.42,6.58,False,9,12,0,0,8,WBRI,False
13283,False,F,True,False,False,True,8,0.66,98.03,1.97,True,9,0,0,0,7,WBRI,True
16166,False,M,False,True,False,False,1,0.66,98.03,1.97,False,9,1,0,0,10,WBRI,False
18696,False,F,False,True,False,False,5,0.66,100,0,False,9,0,0,0,5,MWBA,True
3374,False,F,False,True,False,False,2,0.68,100,0,False,9,2,0,0,11,WBRI,True
3425,False,M,False,False,False,False,5,0.68,100,0,False,9,1,0,0,5,WBRI,True
3479,False,M,False,False,False,False,0,0.68,100,0,False,9,0,0,0,5,WBRI,True
4395,False,M,False,False,False,False,1,0.69,98.61,1.39,True,9,0,0,0,11,WBRI,False
12769,False,M,False,False,False,False,0,0.69,98.62,1.38,False,9,1,0,0,9,WBRI,False
18198,True,F,False,False,False,False,1,0.69,94.48,5.52,True,9,1,0,0,11,WOTH,True
18350,False,M,False,False,False,False,3,0.69,100,0,False,9,0,0,0,9,AIND,True
18374,False,F,True,False,False,False,1,0.69,100,0,False,9,2,0,0,8,AIND,True
22912,True,M,False,False,False,False,5,0.69,95.86,4.14,False,9,1,0,0,3,MOTH,True
24329,True,F,False,True,False,False,2,0.69,97.92,2.08,False,9,0,0,0,3,BAFR,False
24330,True,F,False,False,False,False,4,0.69,100,0,False,9,2,0,0,1,BAFR,False
24887,True,M,False,False,False,False,6,0.69,98.62,1.38,False,9,0,0,0,4,WOTH,True
4276,False,F,False,False,False,False,0,1.23,97.53,2.47,False,9,1,0,0,9,WBRI,True
6354,False,M,False,True,False,False,3,1.25,100,0,False,9,1,2,0,5,WBRI,True
3547,False,M,False,False,False,False,9,1.25,93.13,6.88,False,9,1,0,0,10,WBRI,False
13166,False,M,False,True,False,False,0,1.25,90,10,False,9,3,0,0,12,WBRI,True
21641,True,F,False,False,False,False,1,1.25,99.38,0.63,False,9,1,0,0,8,WOTH,True
22445,False,F,False,True,False,False,1,1.25,96.25,3.75,False,9,0,0,0,10,APKN,False
23592,False,F,False,True,False,False,1,1.25,100,0,False,9,0,0,0,12,MWBC,True
12999,False,F,False,True,False,True,1,1.27,93.04,6.96,False,9,0,6,0,6,WBRI,False
6695,False,F,False,False,False,False,9,1.27,96.18,3.82,False,9,2,0,0,4,WBRI,False
27287,True,F,False,False,False,True,2,1.28,88.46,11.54,True,9,0,0,0,9,WOTH,True
2789,False,M,True,False,False,True,1,1.29,76.13,23.87,False,9,17,3,0,8,WBRI,False
20852,False,M,False,True,False,True,2,1.3,96.1,3.9,False,9,5,0,0,6,WOTH,False
25989,False,M,False,False,False,True,1,1.3,95.45,4.55,False,9,5,0,0,8,OOTH,True
4194,False,F,True,True,False,False,1,1.31,92.16,7.84,False,9,1,0,0,11,WBRI,True
4233,False,F,True,True,False,True,0,1.31,95.42,4.58,False,9,0,0,0,1,WBRI,True
5517,False,M,True,False,False,False,1,1.31,79.74,20.26,False,9,0,0,0,2,WBRI,True
12342,False,M,True,True,False,False,2,1.31,96.73,3.27,False,9,0,0,0,9,WBRI,False
23546,False,F,False,True,False,True,1,1.31,90.2,9.8,False,9,8,0,0,6,MWBC,False
2997,False,F,False,False,False,False,2,1.32,95.39,4.61,False,9,9,0,0,5,WBRI,False
5468,False,F,False,True,False,False,3,1.32,85.53,14.47,False,9,0,0,0,8,WBRI,True
5767,False,M,True,False,False,True,8,1.32,92.76,7.24,False,9,5,0,0,1,WBRI,False
25364,False,M,True,False,False,False,1,1.32,100,0,False,9,0,0,0,3,AOTH,True
13254,False,M,True,True,False,False,3,1.33,90.67,9.33,True,9,5,0,0,4,WBRI,False
2755,False,M,False,True,False,True,2,1.36,74.83,25.17,False,9,9,26,0,8,WBRI,True
19904,True,M,False,False,False,False,1,1.38,99.31,0.69,False,9,0,0,0,3,WOTH,False
20526,True,F,False,True,False,False,2,1.38,98.62,1.38,False,9,5,0,0,10,WOTH,True
27471,True,M,False,False,False,False,5,1.38,97.93,2.07,False,9,0,0,0,6,AOTH,True
4275,False,M,False,False,False,False,0,1.85,92.59,7.41,False,9,1,0,0,3,WBRI,True
3628,False,M,False,False,False,True,9,1.88,90,10,False,9,60,0,0,1,WBRI,True
12261,False,M,False,False,False,False,0,1.88,100,0,False,9,0,0,0,9,WBRI,True
22186,True,F,False,False,False,False,1,1.88,100,0,False,9,12,0,0,3,APKN,True
22473,True,F,False,False,False,False,1,1.88,92.5,7.5,False,9,5,0,0,10,APKN,True
13007,False,F,False,True,False,False,2,1.9,98.1,1.9,False,9,4,13,0,9,WBRI,False
24784,False,M,True,True,False,True,1,1.9,85.44,14.56,False,9,108,10,0,5,OOTH,False
20143,True,F,False,False,False,False,1,1.95,87.66,12.34,True,9,4,0,0,11,WOTH,False
20895,True,F,False,False,False,False,1,1.95,95.45,4.55,False,9,8,0,0,10,WOTH,True
24538,False,M,False,False,False,False,1,1.95,97.4,2.6,False,9,5,0,0,9,BAFR,True
5456,False,M,True,False,False,False,1,1.96,76.47,23.53,False,9,3,0,0,9,WBRI,True
5472,False,M,False,False,False,False,1,1.96,96.08,3.92,False,9,8,0,0,9,WBRI,False
5599,False,M,False,False,False,False,1,1.96,97.39,2.61,False,9,0,0,0,7,WBRI,True
2907,False,M,False,False,False,False,2,1.97,100,0,False,9,1,0,0,5,WBRI,True
12779,False,M,False,False,False,True,5,2.07,95.86,4.14,False,9,0,0,0,6,WBRI,True
15904,False,F,False,False,False,False,2,2.07,98.62,1.38,False,9,9,0,0,9,WBRI,True
24905,True,F,False,False,False,False,3,2.07,81.38,18.62,False,9,3,0,0,9,WOTH,False
25907,True,M,True,True,False,False,4,2.07,90.34,9.66,False,9,1,0,0,12,WROM,False
18461,True,M,False,False,False,False,2,2.08,98.61,1.39,False,9,2,0,0,11,AIND,False
12248,False,M,True,True,False,True,1,2.5,91.88,8.13,False,9,6,0,0,7,WBRI,False
22439,False,F,False,True,False,False,1,2.5,97.5,2.5,True,9,8,0,0,2,APKN,False
5913,False,F,False,True,False,False,2,2.52,100,0,False,9,4,0,0,12,WBRI,True
24791,True,M,False,True,False,False,1,2.52,98.74,1.26,False,9,1,0,0,12,OOTH,False
25928,True,M,False,True,False,False,2,2.52,96.23,3.77,True,9,6,0,0,12,WROM,False
5059,False,M,False,False,False,False,1,2.53,98.73,1.27,False,9,9,0,0,12,WBRI,True
5509,False,M,False,True,False,False,1,2.61,97.39,2.61,False,9,8,0,0,1,WBRI,True
3017,False,M,False,False,False,False,4,2.63,94.08,5.92,False,9,1,0,0,12,WBRI,False
18943,False,M,False,False,False,True,5,2.65,88.08,11.92,False,9,85,0,0,3,NOBT,False
19744,True,M,False,False,False,False,0,2.76,80.69,19.31,False,9,25,0,0,1,WOTH,True
23226,False,M,False,True,False,False,3,3.05,79.27,20.73,False,9,5,0,0,2,MWBC,False
3531,False,F,False,False,False,True,8,3.13,100,0,False,9,82,0,0,8,WBRI,True
18080,False,F,False,False,False,False,7,3.21,87.18,12.82,False,9,0,0,0,12,WBRI,False
5553,False,M,False,False,False,True,1,3.27,93.46,6.54,False,9,3,0,0,7,WBRI,True
24908,False,M,False,False,False,False,2,3.27,94.77,5.23,False,9,6,0,0,11,WOTH,False
4461,False,M,False,False,False,False,1,3.29,95.39,4.61,False,9,0,0,0,10,WBRI,True
13104,False,M,False,False,False,False,0,3.75,96.25,3.75,False,9,27,2,0,5,WBRI,False
11538,False,M,True,False,False,False,4,3.87,92.26,7.74,False,9,19,1,0,12,WBRI,True
4193,False,M,True,True,False,False,1,3.92,28.76,71.24,False,9,1,0,0,11,WBRI,True
5489,False,F,False,False,False,False,1,3.92,100,0,False,9,0,0,0,6,WBRI,True
5502,False,M,False,True,False,False,1,3.92,85.62,14.38,False,9,6,0,0,6,WBRI,False
5847,False,M,True,False,False,False,4,3.95,98.03,1.97,False,9,1,0,0,1,WBRI,True
26888,False,M,False,False,False,False,3,4.14,91.03,8.97,False,9,13,0,0,8,MWAS,True
18493,True,M,False,False,False,False,3,4.17,91.67,8.33,False,9,0,0,0,3,AIND,False
22207,False,M,False,False,False,False,2,4.38,97.5,2.5,False,9,0,0,0,3,APKN,True
24322,False,F,False,True,False,False,3,4.55,92.86,7.14,True,9,17,0,0,7,BAFR,True
4471,False,M,False,True,False,True,1,4.61,98.03,1.97,False,9,9,0,0,1,WBRI,False
24288,False,M,False,True,False,False,2,5.06,96.2,3.8,False,9,0,0,0,4,BAFR,False
4156,False,F,False,True,False,False,1,5.26,96.71,3.29,False,9,11,0,0,4,WBRI,False
20533,True,M,False,False,False,False,3,5.63,98.75,1.25,False,9,0,0,0,3,WOTH,False
5108,False,F,False,False,False,False,1,5.7,97.47,2.53,False,9,3,4,0,3,WBRI,False
5491,False,F,False,True,False,False,0,5.88,96.73,3.27,False,9,4,10,0,6,WBRI,False
12829,False,M,False,False,False,False,2,6.25,95.14,4.86,False,9,1,6,0,2,WBRI,True
5485,False,F,False,True,False,True,7,6.54,79.74,20.26,False,9,3,16,0,10,WBRI,True
11591,False,M,False,False,False,True,0,7.1,95.48,4.52,False,9,40,5,0,2,WBRI,False
27025,False,M,False,True,False,False,1,7.19,90.85,9.15,False,9,4,0,0,7,BOTH,True
24647,False,M,False,True,False,False,1,7.24,95.39,4.61,False,9,12,0,0,5,MOTH,False
